message,cleaned,predicted,tags,inquiry,ALL_Categories
بكام الجلسه في الاسكندريه وبعد الولاده نحتاج كم واحده,بكام الجلسه في الاسكندريه وبعد الولاده نحتاج كم واحده,obj,price-place-,1,Mixed-Inquiries
بكام لو سمحت الاسكندرية,بكام لو سمحت الاسكندرية,obj,price-place-,1,Mixed-Inquiries
ممكن عمليه شفط الدهون مع عمليه الولاده,ممكن عمليه شفط الدهون مع عمليه الولاده,obj,Medical_consult-,1,Medical-Consultation
تفاصيل الاسكندريه,تفاصيل الاسكندريه,obj,place-,1,Location-Inquiry
تفاصيل القاهره,تفاصيل القاهره,obj,place-,1,Location-Inquiry
بكام لو سمحت فرع اسكندرية و كام جلسة,بكام لو سمحت فرع اسكندرية و كام جلسة,obj,price-place-,1,Mixed-Inquiries
بكام لو سمحت فرع الاسكندريه,بكام لو سمحت فرع الاسكندريه,obj,price-place-,1,Mixed-Inquiries
"بكام من فضلك
 وبعد الولادة بكام شهر",بكام من فضلك وبعد الولادة بكام شهر,obj,price-place-,1,Mixed-Inquiries
بكام وهل في شد بطن مع الولاده,بكام وهل في شد بطن مع الولاده,obj,Medical_consult-price-,1,Mixed-Inquiries
عايزة اعرف تفاصيل اكتر,عايزة اعرف تفاصيل اكتر,obj,,1,General-Inquiry
بكام الجلسة والحسم ويحتاج كام جلسة تقريبا وفين في اسكندرية,بكام الجلسة والحسم ويحتاج كام جلسة تقريبا وفين في اسكندرية,obj,price-place-,1,Mixed-Inquiries
بكام لو سمحت الجلسه,بكام لو سمحت الجلسه,obj,price-,1,Price-Inquiry
بكام لو سمحت فرع إسكندرية,بكام لو سمحت فرع اسكندرية,obj,price-place-,1,Mixed-Inquiries
ممكن تفاصيل اكتر,ممكن تفاصيل اكتر,obj,,1,General-Inquiry
بكام فرع اسكندريه,بكام فرع اسكندريه,obj,price-place-,1,Mixed-Inquiries
بكام الجلسه فى الاسكندرية,بكام الجلسه في الاسكندرية,obj,price-place-,1,Mixed-Inquiries
الجلسه بكام وتحتاج كام جلسة,الجلسه بكام وتحتاج كام جلسة,obj,price-,1,Price-Inquiry
بكام الجلسه  الاسكندريه,بكام الجلسه الاسكندريه,obj,price-place-,1,Mixed-Inquiries
كام الجلسه القاهرة,كام الجلسه القاهرة,obj,price-place-,1,Mixed-Inquiries
دكتور مجدى علام  ممتاز جدا ربنا يبارك فى عمره يارب,دكتور مجدي علام ممتاز جدا ربنا يبارك في عمره يا رب,pos,Medical_consult-,1,Positive-Feedback
 بكلم والكشف,بكلم والكشف,obj,,0,General Conversation
مواعيد الدكتور,مواعيد الدكتور,obj,datetime-,1,Appointments-Inquiry
موعيد دكتور ايهاب عرفي ايه لو سمحتو,موعيد دكتور ايهاب عرفي ايه لو سمحتو,obj,,1,General-Inquiry
ممكن سعر الكشف,ممكن سعر الكشف,obj,price-,1,Price-Inquiry
مستشفى اندلسية من أهم وأفضل مشافي في الإسكندرية أطباء مختصون ورعاية كاملة وقمة في الرقي وتعامل مع مريض وحالته بتمنا لهم مزيد من القدم والازدهار مستشفى ترفع لها قبعة,مستشفي اندلسية من اهم وافضل مشافي في الاسكندرية اطباء مختصون ورعاية كاملة وقمة في الرقي وتعامل مع مريض وحالته بتمنا لهم مزيد من القدم والازدهار مستشفي ترفع لها قبعة,pos,Medical_consult-place-,1,Positive-Feedback
منور يا دكتورنا,منور يا دكتورنا,obj,,0,General Conversation
فى دكتور أمراض دم,في دكتور امراض دم,obj,Medical_consult-,1,Medical-Consultation
منور يا دكتور Sameh Mostafa Fahmy,منور يا دكتور sameh mostafa fahmy,pos,,0,Positive-Feedback
منور يادكتور Sameh Mostafa Fahmy,منور يا دكتور sameh mostafa fahmy,pos,,0,Positive-Feedback
عايزه اعرف سعر عمليه تسويه لعظام الفك,عايزه اعرف سعر عمليه تسويه لعظام الفك,obj,Medical_consult-price-Booking-,1,Mixed-Inquiries
رجاء توضيح عنوان فرع القاهره وتكلفه العمليه وشكرا,رجاء توضيح عنوان فرع القاهره وتكلفه العمليه وشكرا,obj,Medical_consult-place-,1,Mixed-Inquiries
العنوان فين والجراحه بالمنظار بكام,العنوان فين والجراحه بالمنظار بكام,obj,Medical_consult-price-place-,1,Mixed-Inquiries
من اشهر اسماء دكاتره الجراحه فى اندلسيه داحمد باشا بصراحه دكتور بدرجه ممتازه شاطر جدا وذوق عالى ودقيق فى شغله للغايه,من اشهر اسماء دكاتره الجراحه في اندلسيه داحمد باشا بصراحه دكتور بدرجه ممتازه شاطر جدا وذوق عالي ودقيق في شغله للغايه,pos,Medical_consult-place-,1,Positive-Feedback
استفسار عل طريقة الاشتراك فى الكارت   الطبى,استفسار عل طريقة الاشتراك في الكارت الطبي,obj,,0,General Conversation
أقسم بالله إن أندلسية من المستشفيات المحترمة والدكاترة المميزين والخدمة الفندقية,اقسم بالله ان اندلسية من المستشفيات المحترمة والدكاترة المميزين والخدمة الفندقية,pos,service-,1,Positive-Feedback
من المستشفيات الممتازة عن تجربة مع الدكتور محمد أبو السعود جراحة أسنان,من المستشفيات الممتازة عن تجربة مع الدكتور محمد ابو السعود جراحة اسنان,obj,Medical_consult-,1,Medical-Consultation
استفسار على طريقة الاشتراك فى الكارت الطبى,استفسار علي طريقة الاشتراك في الكارت الطبي,obj,,0,General Conversation
لو سمحتو عاوزه اسم دكتور يكون استشاري أمراض دم,لو سمحتو عاوزه اسم دكتور يكون استشاري امراض دم,obj,Medical_consult-,1,Medical-Consultation
لو سمحتم عاوز دأحمد يس أنف وأذن و حنجرة,لو سمحتم عاوز داحمد يس انف واذن و حنجرة,obj,,1,General-Inquiry
هل يوجدجراحةصمام الرئؤي عمر18سنة وشن نسبة نجاح العملية,هل يوجدجراحةصمام الرئؤي عمر18سنة وشن نسبة نجاح العملية,obj,Medical_consult-,1,Medical-Consultation
هل موجود استشاري سكر وقدم سكري,هل موجود استشاري سكر وقدم سكري,obj,Medical_consult-place-,1,Mixed-Inquiries
لو نفس الحاله ونفس الأعراض وعمر ٧٤ عاما ممكن عمليه او علاج يعالج حالته,لو نفس الحاله ونفس الاعراض وعمر ٧٤ عاما ممكن عمليه او علاج يعالج حالته,obj,Medical_consult-,1,Medical-Consultation
ماشاء الله,ماشاء الله,pos,,0,Positive-Feedback
شفاك الله وعافاك,شفاك الله وعافاك,obj,,0,General Conversation
العنوان اي لو سمحتم,العنوان اي لو سمحتم,obj,place-,1,Location-Inquiry
مواعيد الدكتورة هند آية ورقم تليفون العيادات الخارجية,مواعيد الدكتورة هند اية ورقم تليفون العيادات الخارجية,obj,datetime-Booking-,1,Mixed-Inquiries
الحجز بكام لمرضى السكر و اسم الطبيب المعالج و المواعيد لو سمحتم,الحجز بكام لمرضي السكر و اسم الطبيب المعالج و المواعيد لو سمحتم,obj,Medical_consult-price-datetime-Booking-,1,Mixed-Inquiries
ممكن اعرف اسم الطبيب ومواعيدهم لعيادات السكر فرع الشلالات,ممكن اعرف اسم الطبيب ومواعيدهم لعيادات السكر فرع الشلالات,obj,Medical_consult-datetime-place-,1,Mixed-Inquiries
اسكندريه و لا القاهره,اسكندريه و لا القاهره,obj,place-,1,Location-Inquiry
ماشاء الله أشطر دكتورة ذو علم وخلق وبارك الله فيها وأرضاها ,ماشاء الله اشطر دكتورة ذو علم وخلق وبارك الله فيها وارضاها,pos,,1,Positive-Feedback
يعنى الدكتورة موجوده فى فروع اسكندريه وممكن المواعيد,يعني الدكتورة موجوده في فروع اسكندريه وممكن المواعيد,obj,datetime-insurance-place-,1,Mixed-Inquiries
ماشاءالله ربنا يحفظك ويسعدك يااااارب,ما شاء الله ربنا يحفظك ويسعدك يا رب,pos,,0,Positive-Feedback
اسلوبها جميل وبتسمع للمريض بصبر شديد وراقية جدا في تعاملها وشاطرة جدا في تشخيصها وبالتالي في تقدم الحالة والتشافي واكيد هتلاحظوا ده من اول زيارة  ,اسلوبها جميل وبتسمع للمريض بصبر شديد وراقية جدا في تعاملها وشاطرة جدا في تشخيصها وبالتالي في تقدم الحالة والتشافي واكيد تلاحظوا ده من اول زيارة,pos,Medical_consult-,1,Positive-Feedback
بجد اشطر دكتورة مخ واعصاب قابلتها في حياتي ,بجد اشطر دكتورة مخ واعصاب قابلتها في حياتي,pos,Medical_consult-,1,Positive-Feedback
"ممكن مواعيد تواجد الدكتورة في المعادي 
ولو سمحت حضرتك كام سعر الكشف 
ولو عملت عملية في العصب الخامس التكليف كام",ممكن مواعيد تواجد الدكتورة في المعادي ولو سمحت حضرتك كام سعر الكشف ولو عملت عملية في العصب الخامس التكليف كام,obj,Medical_consult-price-datetime-place-,1,Mixed-Inquiries
المواعيد وفرع ايه واسعار الكشف,المواعيد وفرع ايه واسعار الكشف,obj,price-datetime-,1,Mixed-Inquiries
دكتور العائله كلها  أشطر دكتور وجراحة اسنان مش بنعرف نتعالج غير معاه من تقدم لتقدم يا دكتور ,دكتور العائله كلها اشطر دكتور وجراحة اسنان ما بنعرف نتعالج غير معاه من تقدم لتقدم يا دكتور,pos,Medical_consult-,1,Positive-Feedback
اشطر جراح أسنان عن تجربه ,اشطر جراح اسنان عن تجربه,obj,Medical_consult-,1,Medical-Consultation
لو درس العقل مدفون و و داخل ف شعيرات الجيوب الانفيه حله أى ,لو درس العقل مدفون و داخل ف شعيرات الجيوب الانفيه حله اي,obj,Medical_consult-,1,Medical-Consultation
انا عندى درسين العقل مدفونين,انا عندي درسين العقل مدفونين,obj,Medical_consult-,1,Medical-Consultation
دكتور ناجح جدا ربنا يبارك فيك عن تجربه شخصيه,دكتور ناجح جدا ربنا يبارك فيك عن تجربه شخصيه,pos,,0,Positive-Feedback
دايما ناجح ومتألق يا دكتور ,دايما ناجح ومتالق يا دكتور,pos,,0,Positive-Feedback
Sameh Mostafa Fahmyمنور الدنيا يا دكتور,sameh mostafa fahmyمنور الدنيا يا دكتور,pos,,0,Positive-Feedback
دكتور سامح فهمي Sameh Mostafa Fahmy منور,دكتور سامح فهمي sameh mostafa fahmy منور,obj,,0,General Conversation
زراعة اسنان الفك العلوى بالكامل _ تتكلف كام ,زراعة اسنان الفك العلوي بالكامل تتكلف كام,obj,Medical_consult-price-,1,Mixed-Inquiries
ممكن مواعيد العيادات,ممكن مواعيد العيادات,obj,datetime-,1,Appointments-Inquiry
في تخصص طب نفسي في فرع انطونيادس,في تخصص طب نفسي في فرع انطونيادس,obj,Medical_consult-place-,1,Mixed-Inquiries
هل متوافر دكاترة سيدات ,هل متوافر دكاترة سيدات,obj,,1,General-Inquiry
دكتور محمد ربيع من الدكاترة الممتازة دكتور خلوق وفقك الله,دكتور محمد ربيع من الدكاترة الممتازة دكتور خلوق وفقك الله,pos,,0,Positive-Feedback
ماشاء الله ربنا يزيدك من علمه و فضله و يحفظك,ماشاء الله ربنا يزيدك من علمه و فضله و يحفظك,pos,,0,Positive-Feedback
بارك الله فى حضرتك أستاذ دكتور محمد ربيع وزادك من علمه,بارك الله في حضرتك استاذ دكتور محمد ربيع وزادك من علمه,pos,,0,Positive-Feedback
"شخصيه محترمه جدا وخلوق
مش هوصيك يادكتور يوم الاربعاء الجاي ميعادي مع حضرتك لإجراء عمليه مش هوصيك",شخصيه محترمه جدا وخلوق ما هوصيك يا دكتور يوم الاربعاء الجاي ميعادي مع حضرتك لاجراء عمليه ما هوصيك,obj,Medical_consult-datetime-,1,Mixed-Inquiries
صحيح فى خبير جاى اخر مارس فى جراحات الجهاز الهضمى,صحيح في خبير جاي اخر مارس في جراحات الجهاز الهضمي,obj,Medical_consult-Booking-,1,Mixed-Inquiries
ممكن اعرف احجز كشف ازاي,ممكن اعرف احجز كشف ازاي,obj,Medical_consult-datetime-,1,Mixed-Inquiries
انا بنت عندها ست سنين وخلعت سنتين من فوق سن بقى لها شهرين مش عايزه تطلع ولسه خلعه سنه جديده,انا بنت عندها ست سنين وخلعت سنتين من فوق سن بقي لها شهرين ما عايزه تطلع ولسه خلعه سنه جديده,obj,Medical_consult-Booking-,1,Mixed-Inquiries
بالتوفيق انشاء الله,بالتوفيق انشاء الله,pos,,0,Positive-Feedback
بالتوفيق والنجاح,بالتوفيق والنجاح,pos,,0,Positive-Feedback
فين يوم نادى سموحة ,فين يوم نادي سموحة,obj,datetime-place-,1,Mixed-Inquiries
مكان فين بالظبط ف اسكندريه,مكان فين بالظبط ف اسكندريه,obj,place-,1,Location-Inquiry
أريد أحسن دكتورفي مغص الكولي,اريد احسن دكتورفي مغص الكولي,obj,Medical_consult-,1,Medical-Consultation
وكم سعر الكشف,وكم سعر الكشف,obj,price-,1,Price-Inquiry
مين افضل دكتور للباطن لو سمحت  عشان عايز احجز رجاء,مين افضل دكتور للباطن لو سمحت عشان عايز احجز رجاء,obj,datetime-,1,Appointments-Inquiry
هل يوجد فينير والسعر للسنه كام,هل يوجد فينير والسعر للسنه كام,obj,price-,1,Price-Inquiry
أسعار التيجان  الثابته لاسنان اماميه,اسعار التيجان الثابته لاسنان اماميه,obj,price-,1,Price-Inquiry
كم ثمن الزراعه,كم ثمن الزراعه,obj,price-,1,Price-Inquiry
زراعه فك علوي كامل نوع الزرعة والوقت المستغرق والتكلفة,زراعه فك علوي كامل نوع الزرعة والوقت المستغرق والتكلفة,obj,Medical_consult-,1,Medical-Consultation
مين الدكاترة اللي عند حضراتكم تخصص علاج عصب في فرع انطونيادس,مين الدكاترة اللي عند حضراتكم تخصص علاج عصب في فرع انطونيادس,obj,Medical_consult-place-,1,Mixed-Inquiries
اسعار التيجان للسنتين الاماميتين,اسعار التيجان للسنتين الاماميتين,obj,price-,1,Price-Inquiry
ممكن رقم خدمات التمريض فرع المعادي ,ممكن رقم خدمات التمريض فرع المعادي,obj,service-Booking-place-,1,Mixed-Inquiries
عنوان المستشفي لو سمحت فين,عنوان المستشفي لو سمحت فين,obj,place-,1,Location-Inquiry
بالتوفيق يا د رزق,بالتوفيق يا د رزق,pos,,0,Positive-Feedback
الكشف كام بالآشعه والمواعيد وطريقة الحجز,الكشف كام بالاشعه والمواعيد وطريقة الحجز,obj,price-Booking-,1,Mixed-Inquiries
دكتوري المفضل وعمري ماهشوف اشطر منك يادكتور رزق ,دكتوري المفضل وعمري ماهشوف اشطر منك يا دكتور رزق,pos,,0,Positive-Feedback
لو سمحت الدكتور متواجد فى الاسكندرية ولا لاء و مواعيدة ايه ,لو سمحت الدكتور متواجد في الاسكندرية ولا لاء و مواعيدة ايه,obj,datetime-Booking-place-,1,Mixed-Inquiries
ممكن اعرف مكان المستشفى لو سمحتم,ممكن اعرف مكان المستشفي لو سمحتم,obj,place-,1,Location-Inquiry
Zahra Mamdouh هو دا الدكتور لي روحتلو,zahra mamdouh هو دا الدكتور لي روحتلو,obj,,0,General Conversation
لو سمحت شد البطن مع الولاده بكام,لو سمحت شد البطن مع الولاده بكام,obj,Medical_consult-price-,1,Mixed-Inquiries
انا كان عندي كيس ع المببض دموي حجمة عشرة سم وتسببب في موت الجنين والم شديد,انا كان عندي كيس ع المببض دموي حجمة عشرة سم وتسبب في موت الجنين والم شديد,obj,Medical_consult-,1,Medical-Consultation
هي الدكتورة مش موجوده بالاسكنريه وممكن تفاصيل,هي الدكتورة ما موجوده بالاسكنريه وممكن تفاصيل,obj,insurance-,1,Insurance-Inquiry
بكام الكشف ولو في القاهره,بكام الكشف ولو في القاهره,obj,price-place-,1,Mixed-Inquiries
أفضل دكتور مخ واعصاب عن جداره كل النجاح والتوفيق ,افضل دكتور مخ واعصاب عن جداره كل النجاح والتوفيق,pos,Medical_consult-,1,Positive-Feedback
في دكتور غدد صماء,في دكتور غدد صماء,obj,,0,General Conversation
اشطر دكتورة مخ واعصاب في الشرق الاوسط ,اشطر دكتورة مخ واعصاب في الشرق الاوسط,obj,Medical_consult-,1,Medical-Consultation
طيب لو عاوز احجز اعمل ايه بس بسرعه وشكرا,طيب لو عاوز احجز اعمل ايه بس بسرعه وشكرا,obj,datetime-,1,Appointments-Inquiry
ممكن رقم الدكتر,ممكن رقم الدكتر,obj,Booking-,1,Booking-Inquiry
فى كشف فى الإسكندرية وبكام,في كشف في الاسكندرية وبكام,obj,Medical_consult-price-place-,1,Mixed-Inquiries
لو سمحت عايز اعرف تكلفه تقوم الاسنان ومده تركيب التقويم وانواعه,لو سمحت عايز اعرف تكلفه تقوم الاسنان ومده تركيب التقويم وانواعه,obj,Medical_consult-price-,1,Mixed-Inquiries
كام زراعة الضرس,كام زراعة الضرس,obj,Medical_consult-price-,1,Mixed-Inquiries
خلع الضرس بكام,خلع الضرس بكام,obj,Medical_consult-price-,1,Mixed-Inquiries
بكام الكشف والحشو وهل في زراعة,بكام الكشف والحشو وهل في زراعة,obj,Medical_consult-price-,1,Mixed-Inquiries
مين دكاترةالاسنان اللي عندكم,مين دكاترةالاسنان اللي عندكم,obj,insurance-,1,Insurance-Inquiry
زراعه اسنان اماميه واحده فقط بكام لو سمحت,زراعه اسنان اماميه واحده فقط بكام لو سمحت,obj,Medical_consult-price-,1,Mixed-Inquiries
خلع ضرس العقل المدفون ,خلع ضرس العقل المدفون,obj,Medical_consult-,1,Medical-Consultation
تتكلف كم عمليه خلع ضرس العقل,تتكلف كم عمليه خلع ضرس العقل,obj,Medical_consult-price-,1,Mixed-Inquiries
بكام الخلع,بكام الخلع,obj,Medical_consult-price-,1,Mixed-Inquiries
الساركويد متداخله في صره الرئتين هل لها جراحه,الساركويد متداخله في صره الرئتين هل لها جراحه,obj,Medical_consult-,1,Medical-Consultation
الكشف بكام والخلع,الكشف بكام والخلع,obj,price-,1,Price-Inquiry
ممكن اعرف سعر خلع,ممكن اعرف سعر خلع,obj,Medical_consult-price-,1,Mixed-Inquiries
لو سمحت التنظيف الفكين بكام ولو ممكن تفاصيل,لو سمحت التنظيف الفكين بكام ولو ممكن تفاصيل,obj,Medical_consult-price-,1,Mixed-Inquiries
ممكن اعرف سعر الكشف كام لو سمحت حشو الضرس مواعيد الدكتور ممكن لو في تفاصيل اسكندريه,ممكن اعرف سعر الكشف كام لو سمحت حشو الضرس مواعيد الدكتور ممكن لو في تفاصيل اسكندريه,obj,Medical_consult-price-datetime-place-,1,Mixed-Inquiries
من فضلك  اعاني من تأكل في عظام الفكين هل يوجد علاج لهذة المشكلة,من فضلك اعاني من تاكل في عظام الفكين هل يوجد علاج لهذة المشكلة,obj,Medical_consult-place-,1,Mixed-Inquiries
سعر الكشف ولو ضرس العقل عاوز اشيله يكلف كام,سعر الكشف ولو ضرس العقل عاوز اشيله يكلف كام,obj,Medical_consult-price-,1,Mixed-Inquiries
سعر الكشف والتنظيف ولو خلع ضرس العقل المدفون,سعر الكشف والتنظيف ولو خلع ضرس العقل المدفون,obj,Medical_consult-price-,1,Mixed-Inquiries
"ربنا يشفي ويحفظ الجميع ويكملها بالستر
جعله الله فب ميزان حسناتكم",ربنا يشفي ويحفظ الجميع ويكملها بالستر جعله الله فب ميزان حسناتكم,pos,,0,Positive-Feedback
لو سمحت حشو ليزر بكام ف فرع سموحة,لو سمحت حشو ليزر بكام ف فرع سموحة,obj,Medical_consult-price-place-,1,Mixed-Inquiries
كام السعر يافندم,كام السعر يا فندم,obj,price-,1,Price-Inquiry
بكام ازاله الجير,بكام ازاله الجير,obj,Medical_consult-price-,1,Mixed-Inquiries
بكم ازاله الجير,بكم ازاله الجير,obj,Medical_consult-price-,1,Mixed-Inquiries
ازالة الجير بكام   ولو عندكم تبيض بالليزر بكام لو سمحت,ازالة الجير بكام ولو عندكم تبيض بالليزر بكام لو سمحت,obj,Medical_consult-price-insurance-,1,Mixed-Inquiries
كم سعر ازاله الجير من فضلك,كم سعر ازاله الجير من فضلك,obj,Medical_consult-price-place-,1,Mixed-Inquiries
بکام ,بکام,obj,,0,General Conversation
تنظيف الأسنان بكم لو سمحت,تنظيف الاسنان بكم لو سمحت,obj,Medical_consult-price-,1,Mixed-Inquiries
تبييض الأسنان بالليزر بكامل يا فندم,تبيض الاسنان بالليزر بكامل يا فندم,obj,Medical_consult-,1,Medical-Consultation
ازاله الجير بكام ولو عندكم تبيض بالليزر بكام لو سمحت,ازاله الجير بكام ولو عندكم تبيض بالليزر بكام لو سمحت,obj,Medical_consult-price-insurance-,1,Mixed-Inquiries
حشو عصب وتلبيسه بيعمل كام,حشو عصب وتلبيسه بيعمل كام,obj,Medical_consult-price-,1,Mixed-Inquiries
وهل يوجد حشو أسنان بالليزر,وهل يوجد حشو اسنان بالليزر,obj,Medical_consult-,1,Medical-Consultation
"ازالة الجير بكام   ولو عندكم تبيض بالليزر بكام لو سمحت
أندلسية الشلالات ",ازالة الجير بكام ولو عندكم تبيض بالليزر بكام لو سمحت اندلسية الشلالات,obj,Medical_consult-price-insurance-place-,1,Mixed-Inquiries
المواعيد و اسعار الكشف,المواعيد و اسعار الكشف,obj,price-datetime-,1,Mixed-Inquiries
يادكتور فى علاج لصدفيه,يا دكتور في علاج لصدفيه,obj,Medical_consult-,1,Medical-Consultation
"عندى اكزيما من سنوات 
ممكن اججز عند دكتوره ياسمين",عندي اكزيما من سنوات ممكن اججز عند دكتوره يا سمين,obj,,1,General-Inquiry
الاكزيما الدهنية مزمنة ولا لاء,الاكزيما الدهنية مزمنة ولا لاء,obj,,0,General Conversation
سعر التذكرة كام لو سمحت,سعر التذكرة كام لو سمحت,obj,price-,1,Price-Inquiry
ممكن اعرف العنوان وتفاصيل الكشف عند دكتور ياسمين,ممكن اعرف العنوان وتفاصيل الكشف عند دكتور يا سمين,obj,place-,1,Location-Inquiry
Ingy Ismaeel  لايق عليه والله جدااا ,ingy ismaeel لايق عليه والله جدا,obj,,0,General Conversation
بالتوفيق يارب,بالتوفيق يا رب,pos,,0,Positive-Feedback
ممكن اعرف مين دكتور جلدية ودكتور سكر وضغط والمواعيد وسعر الكشف فرع المعادى,ممكن اعرف مين دكتور جلدية ودكتور سكر وضغط والمواعيد وسعر الكشف فرع المعادي,obj,Medical_consult-price-place-,1,Mixed-Inquiries
عايز  احجز في عيادة القلب د هيثم بدران و احجز عيادة السكر ممكن,عايز احجز في عيادة القلب د يثم بدران و احجز عيادة السكر ممكن,obj,Medical_consult-datetime-place-,1,Mixed-Inquiries
سعر ااجلسه كام,سعر اجلسه كام,obj,price-,1,Price-Inquiry
الاسعار ايه من فضلك والعنوان,الاسعار ايه من فضلك والعنوان,obj,price-place-,1,Mixed-Inquiries
سعى الجلسه كام,سعي الجلسه كام,obj,price-,1,Price-Inquiry
بكام الجلسه لو سمحت,بكام الجلسه لو سمحت,obj,price-,1,Price-Inquiry
بكام الجلسة في اسكندرية,بكام الجلسة في اسكندرية,obj,price-place-,1,Mixed-Inquiries
ممكن اعرف الاسعار و المواعيد,ممكن اعرف الاسعار و المواعيد,obj,price-datetime-,1,Mixed-Inquiries
عباره عن ايه وبكام,عباره عن ايه وبكام,obj,price-,1,Price-Inquiry
ممكن التفاصيل والأسعار واسم الدكتور ومواعيد للحجز والف شكر,ممكن التفاصيل والاسعار واسم الدكتور ومواعيد للحجز والف شكر,obj,price-datetime-Booking-,1,Mixed-Inquiries
سعر الجلسة كام والمواعيد,سعر الجلسة كام والمواعيد,obj,price-,1,Price-Inquiry
ممكن تفاصيل عن مواعيد الجلسات والأسعار,ممكن تفاصيل عن مواعيد الجلسات والاسعار,obj,Medical_consult-price-datetime-,1,Mixed-Inquiries
التفاصيل والسعر لكل جلسه كام,التفاصيل والسعر لكل جلسه كام,obj,Medical_consult-price-Booking-,1,Mixed-Inquiries
ممكن اعرف الجلسات عباره عن ايه,ممكن اعرف الجلسات عباره عن ايه,obj,Medical_consult-,1,Medical-Consultation
تفاصيل اكثر والسعر,تفاصيل اكثر والسعر,obj,price-,1,Price-Inquiry
ممكن تفاصيل اكثر عن الجلسه والاسعار,ممكن تفاصيل اكثر عن الجلسه والاسعار,obj,price-,1,Price-Inquiry
سعر الجلسه كام والمواعيد,سعر الجلسه كام والمواعيد,obj,price-,1,Price-Inquiry
الجلسات عبارة عن ايه والاسعار ايه,الجلسات عبارة عن ايه والاسعار ايه,obj,Medical_consult-price-,1,Mixed-Inquiries
طيب عباره عن ايه الجلسات وايه اسعار الجلسه,طيب عباره عن ايه الجلسات وايه اسعار الجلسه,obj,Medical_consult-price-,1,Mixed-Inquiries
ممكن التفاصيل والاسعار,ممكن التفاصيل والاسعار,obj,price-Booking-,1,Mixed-Inquiries
ممكن تفاصيل أكثر لوسمحت,ممكن تفاصيل اكثر لوسمحت,obj,,1,General-Inquiry
ممكن تفاصيل عن فرع اسكندريه,ممكن تفاصيل عن فرع اسكندريه,obj,place-,1,Location-Inquiry
ما نوع جلسات على منطقه البطن وفرع الشلالات,ما نوع جلسات علي منطقه البطن وفرع الشلالات,obj,Medical_consult-place-,1,Mixed-Inquiries
لو سمحت الأسعار كام,لو سمحت الاسعار كام,obj,price-,1,Price-Inquiry
ممكن التفاصيل وسعر كل جلسه كام و مواعيد الحجز,ممكن التفاصيل وسعر كل جلسه كام و مواعيد الحجز,obj,Medical_consult-price-datetime-Booking-,1,Mixed-Inquiries
لو سمحت كام التكلفه وكام كورس بالاسبوع,لو سمحت كام التكلفه وكام كورس بالاسبوع,obj,price-,1,Price-Inquiry
لوسمحت ممكن أعرف سعر وتفاصيل شكرا,لوسمحت ممكن اعرف سعر وتفاصيل شكرا,obj,price-,1,Price-Inquiry
تفاصيل لو سمحت,تفاصيل لو سمحت,obj,,1,General-Inquiry
ممكن نعرف تفاصيل,ممكن نعرف تفاصيل,obj,,1,General-Inquiry
تفاصيل ممكن عن الجلسه واسعارها ,تفاصيل ممكن عن الجلسه واسعارها,obj,,1,General-Inquiry
عباره عن ايه الجلسه وبكام,عباره عن ايه الجلسه وبكام,obj,price-,1,Price-Inquiry
الجلسه عباره عن ايه وسعرها كام,الجلسه عباره عن ايه وسعرها كام,obj,price-,1,Price-Inquiry
ممكن تفسيل,ممكن تفسيل,obj,,1,General-Inquiry
الجلسة عبارة عن ايه وبكام,الجلسة عبارة عن ايه وبكام,obj,price-,1,Price-Inquiry
تفاصيل Nesma Nemo,تفاصيل nesma nemo,obj,,1,General-Inquiry
ممكن اعرف عبارة عن ايه الجلسات وبكام,ممكن اعرف عبارة عن ايه الجلسات وبكام,obj,Medical_consult-price-,1,Mixed-Inquiries
الاسعار والموعيد,الاسعار والموعيد,obj,price-,1,Price-Inquiry
الجلسة بكام وعباره عن آيه ولو في فرع للمستشفي ف القاهرة  ومده الجلسه,الجلسة بكام وعباره عن ايه ولو في فرع للمستشفي ف القاهرة ومده الجلسه,obj,price-place-,1,Mixed-Inquiries
مكن تفاصيل والسعر واسم الدكتور,مكن تفاصيل والسعر واسم الدكتور,obj,price-,1,Price-Inquiry
تفاصيل فرع الاسكندريه,تفاصيل فرع الاسكندريه,obj,place-,1,Location-Inquiry
ممكن اعرف التفاصيل والاسعار وشكرا,ممكن اعرف التفاصيل والاسعار وشكرا,obj,price-Booking-,1,Mixed-Inquiries
ممكن اعرف الجلسه يكام,ممكن اعرف الجلسه يكام,obj,,1,General-Inquiry
ممكن التفاصيل والأسعار  والجلسه عباره عن ايه واسم الدكتور ومواعيد للحجز,ممكن التفاصيل والاسعار والجلسه عباره عن ايه واسم الدكتور ومواعيد للحجز,obj,price-datetime-Booking-,1,Mixed-Inquiries
ممكن تفاصيل عن الجايه وطبيعتها وسعرها ومواعيد الحجز واسم الدكتوره فى المعادى,ممكن تفاصيل عن الجايه وطبيعتها وسعرها ومواعيد الحجز واسم الدكتوره في المعادي,obj,datetime-Booking-place-,1,Mixed-Inquiries
الجلسه عباره عن ايه وسعرها كامالجلسه عباره عن ايه وسعرها كام,الجلسه عباره عن ايه وسعرها كامالجلسه عباره عن ايه وسعرها كام,obj,price-,1,Price-Inquiry
