message,predicted,tags,inquiry,ALL_Categories,cleaned
ممكن رقم خدمات التمريض فرع المعادي ,obj,service-datetime-place-PriceBooking-place-,1,Mixed-Inquiries,ممكن رقم خدمات التمريض فرع المعادي
عنوان المستشفي لو سمحت فين,obj,place-place-,1,Mixed-Inquiries,عنوان المستشفي لو سمحت فين
بالتوفيق يا د رزق,pos,,0,Positive-Feedback,بالتوفيق يا د رزق
الكشف كام بالآشعه والمواعيد وطريقة الحجز,obj,price-datetime-,1,Mixed-Inquiries,الكشف كام بالاشعه والمواعيد وطريقة الحجز
دكتوري المفضل وعمري ماهشوف اشطر منك يادكتور رزق ,pos,,0,Positive-Feedback,دكتوري المفضل وعمري ماهشوف اشطر منك يا دكتور رزق
لو سمحت الدكتور متواجد فى الاسكندرية ولا لاء و مواعيدة ايه ,obj,datetime-PriceBooking-place-,1,Mixed-Inquiries,لو سمحت الدكتور متواجد في الاسكندرية ولا لاء و مواعيدة ايه
ممكن اعرف مكان المستشفى لو سمحتم,obj,place-place-,1,Mixed-Inquiries,ممكن اعرف مكان المستشفي لو سمحتم
Zahra Mamdouh هو دا الدكتور لي روحتلو,obj,,0,General Conversation,zahra mamdouh هو دا الدكتور لي روحتلو
لو سمحت شد البطن مع الولاده بكام,obj,price-Medical_consult-,1,Mixed-Inquiries,لو سمحت شد البطن مع الولاده بكام
انا كان عندي كيس ع المببض دموي حجمة عشرة سم وتسببب في موت الجنين والم شديد,obj,Medical_consult-,1,Medical-Consultation,انا كان عندي كيس ع المببض دموي حجمة عشرة سم وتسبب في موت الجنين والم شديد
هي الدكتورة مش موجوده بالاسكنريه وممكن تفاصيل,obj,place-support-PriceBooking-,1,Mixed-Inquiries,هي الدكتورة ما موجوده بالاسكنريه وممكن تفاصيل
بكام الكشف ولو في القاهره,obj,price-place-,1,Mixed-Inquiries,بكام الكشف ولو في القاهره
أفضل دكتور مخ واعصاب عن جداره كل النجاح والتوفيق ,pos,Medical_consult-,1,Positive-Feedback,افضل دكتور مخ واعصاب عن جداره كل النجاح والتوفيق
في دكتور غدد صماء,obj,,0,General Conversation,في دكتور غدد صماء
اشطر دكتورة مخ واعصاب في الشرق الاوسط ,obj,Medical_consult-,1,Medical-Consultation,اشطر دكتورة مخ واعصاب في الشرق الاوسط
طيب لو عاوز احجز اعمل ايه بس بسرعه وشكرا,obj,PriceBooking-,1,Booking-Inquiry,طيب لو عاوز احجز اعمل ايه بس بسرعه وشكرا
ممكن رقم الدكتر,obj,PriceBooking-,1,Booking-Inquiry,ممكن رقم الدكتر
فى كشف فى الإسكندرية وبكام,obj,price-place-,1,Mixed-Inquiries,في كشف في الاسكندرية وبكام
لو سمحت عايز اعرف تكلفه تقوم الاسنان ومده تركيب التقويم وانواعه,obj,price-Medical_consult-,1,Mixed-Inquiries,لو سمحت عايز اعرف تكلفه تقوم الاسنان ومده تركيب التقويم وانواعه
كام زراعة الضرس,obj,price-,1,Price-Inquiry,كام زراعة الضرس
خلع الضرس بكام,obj,price-Medical_consult-,1,Mixed-Inquiries,خلع الضرس بكام
بكام الكشف والحشو وهل في زراعة,obj,price-Medical_consult-,1,Mixed-Inquiries,بكام الكشف والحشو وهل في زراعة
مين دكاترةالاسنان اللي عندكم,obj,support-,1,Insurance-Inquiry,مين دكاترةالاسنان اللي عندكم
زراعه اسنان اماميه واحده فقط بكام لو سمحت,obj,price-Medical_consult-,1,Mixed-Inquiries,زراعه اسنان اماميه واحده فقط بكام لو سمحت
خلع ضرس العقل المدفون ,obj,Medical_consult-,1,Medical-Consultation,خلع ضرس العقل المدفون
تتكلف كم عمليه خلع ضرس العقل,obj,price-Medical_consult-,1,Mixed-Inquiries,تتكلف كم عمليه خلع ضرس العقل
بكام الخلع,obj,price-,1,Price-Inquiry,بكام الخلع
الساركويد متداخله في صره الرئتين هل لها جراحه,obj,support-,1,Insurance-Inquiry,الساركويد متداخله في صره الرئتين هل لها جراحه
الكشف بكام والخلع,obj,price-,1,Price-Inquiry,الكشف بكام والخلع
ممكن اعرف سعر خلع,obj,price-,1,Price-Inquiry,ممكن اعرف سعر خلع
لو سمحت التنظيف الفكين بكام ولو ممكن تفاصيل,obj,price-,1,Price-Inquiry,لو سمحت التنظيف الفكين بكام ولو ممكن تفاصيل
ممكن اعرف سعر الكشف كام لو سمحت حشو الضرس مواعيد الدكتور ممكن لو في تفاصيل اسكندريه,obj,price-datetime-place-,1,Mixed-Inquiries,ممكن اعرف سعر الكشف كام لو سمحت حشو الضرس مواعيد الدكتور ممكن لو في تفاصيل اسكندريه
من فضلك  اعاني من تأكل في عظام الفكين هل يوجد علاج لهذة المشكلة,obj,Medical_consult-support-PriceBooking-place-,1,Mixed-Inquiries,من فضلك اعاني من تاكل في عظام الفكين هل يوجد علاج لهذة المشكلة
سعر الكشف ولو ضرس العقل عاوز اشيله يكلف كام,obj,price-Medical_consult-,1,Mixed-Inquiries,سعر الكشف ولو ضرس العقل عاوز اشيله يكلف كام
سعر الكشف والتنظيف ولو خلع ضرس العقل المدفون,obj,price-Medical_consult-,1,Mixed-Inquiries,سعر الكشف والتنظيف ولو خلع ضرس العقل المدفون
"ربنا يشفي ويحفظ الجميع ويكملها بالستر
جعله الله فب ميزان حسناتكم",obj,,0,General Conversation,ربنا يشفي ويحفظ الجميع ويكملها بالستر جعله الله فب ميزان حسناتكم
لو سمحت حشو ليزر بكام ف فرع سموحة,obj,price-place-Medical_consult-place-,1,Mixed-Inquiries,لو سمحت حشو ليزر بكام ف فرع سموحة
كام السعر يافندم,obj,price-,1,Price-Inquiry,كام السعر يا فندم
بكام ازاله الجير,obj,price-,1,Price-Inquiry,بكام ازاله الجير
بكم ازاله الجير,obj,price-,1,Price-Inquiry,بكم ازاله الجير
ازالة الجير بكام   ولو عندكم تبيض بالليزر بكام لو سمحت,obj,price-support-,1,Mixed-Inquiries,ازالة الجير بكام ولو عندكم تبيض بالليزر بكام لو سمحت
كم سعر ازاله الجير من فضلك,obj,price-place-,1,Mixed-Inquiries,كم سعر ازاله الجير من فضلك
بکام ,obj,,0,General Conversation,بکام
تنظيف الأسنان بكم لو سمحت,obj,price-Medical_consult-,1,Mixed-Inquiries,تنظيف الاسنان بكم لو سمحت
تبييض الأسنان بالليزر بكامل يا فندم,obj,,0,General Conversation,تبيض الاسنان بالليزر بكامل يا فندم
ازاله الجير بكام ولو عندكم تبيض بالليزر بكام لو سمحت,obj,price-support-,1,Mixed-Inquiries,ازاله الجير بكام ولو عندكم تبيض بالليزر بكام لو سمحت
حشو عصب وتلبيسه بيعمل كام,obj,price-Medical_consult-,1,Mixed-Inquiries,حشو عصب وتلبيسه بيعمل كام
وهل يوجد حشو أسنان بالليزر,obj,Medical_consult-,1,Medical-Consultation,وهل يوجد حشو اسنان بالليزر
"ازالة الجير بكام   ولو عندكم تبيض بالليزر بكام لو سمحت
أندلسية الشلالات ",obj,price-support-place-,1,Mixed-Inquiries,ازالة الجير بكام ولو عندكم تبيض بالليزر بكام لو سمحت اندلسية الشلالات
المواعيد و اسعار الكشف,obj,price-datetime-,1,Mixed-Inquiries,المواعيد و اسعار الكشف
يادكتور فى علاج لصدفيه,obj,PriceBooking-,1,Booking-Inquiry,يا دكتور في علاج لصدفيه
"عندى اكزيما من سنوات 
ممكن اججز عند دكتوره ياسمين",obj,,1,General-Inquiry,عندي اكزيما من سنوات ممكن اججز عند دكتوره يا سمين
الاكزيما الدهنية مزمنة ولا لاء,obj,,0,General Conversation,الاكزيما الدهنية مزمنة ولا لاء
سعر التذكرة كام لو سمحت,obj,price-,1,Price-Inquiry,سعر التذكرة كام لو سمحت
ممكن اعرف العنوان وتفاصيل الكشف عند دكتور ياسمين,obj,place-place-,1,Mixed-Inquiries,ممكن اعرف العنوان وتفاصيل الكشف عند دكتور يا سمين
Ingy Ismaeel  لايق عليه والله جدااا ,pos,,0,Positive-Feedback,ingy ismaeel لايق عليه والله جدا
بالتوفيق يارب,pos,,0,Positive-Feedback,بالتوفيق يا رب
ممكن اعرف مين دكتور جلدية ودكتور سكر وضغط والمواعيد وسعر الكشف فرع المعادى,obj,price-datetime-place-Medical_consult-place-,1,Mixed-Inquiries,ممكن اعرف مين دكتور جلدية ودكتور سكر وضغط والمواعيد وسعر الكشف فرع المعادي
عايز  احجز في عيادة القلب د هيثم بدران و احجز عيادة السكر ممكن,obj,Medical_consult-support-PriceBooking-,1,Mixed-Inquiries,عايز احجز في عيادة القلب د يثم بدران و احجز عيادة السكر ممكن
سعر ااجلسه كام,obj,price-,1,Price-Inquiry,سعر اجلسه كام
الاسعار ايه من فضلك والعنوان,obj,price-place-place-,1,Mixed-Inquiries,الاسعار ايه من فضلك والعنوان
سعى الجلسه كام,obj,price-,1,Price-Inquiry,سعي الجلسه كام
بكام الجلسه لو سمحت,obj,price-,1,Price-Inquiry,بكام الجلسه لو سمحت
بكام الجلسة في اسكندرية,obj,price-place-,1,Mixed-Inquiries,بكام الجلسة في اسكندرية
ممكن اعرف الاسعار و المواعيد,obj,price-datetime-,1,Mixed-Inquiries,ممكن اعرف الاسعار و المواعيد
عباره عن ايه وبكام,obj,price-,1,Price-Inquiry,عباره عن ايه وبكام
ممكن التفاصيل والأسعار واسم الدكتور ومواعيد للحجز والف شكر,obj,price-datetime-,1,Mixed-Inquiries,ممكن التفاصيل والاسعار واسم الدكتور ومواعيد للحجز والف شكر
سعر الجلسة كام والمواعيد,obj,price-datetime-,1,Mixed-Inquiries,سعر الجلسة كام والمواعيد
ممكن تفاصيل عن مواعيد الجلسات والأسعار,obj,price-datetime-,1,Mixed-Inquiries,ممكن تفاصيل عن مواعيد الجلسات والاسعار
التفاصيل والسعر لكل جلسه كام,obj,price-,1,Price-Inquiry,التفاصيل والسعر لكل جلسه كام
ممكن اعرف الجلسات عباره عن ايه,obj,,1,General-Inquiry,ممكن اعرف الجلسات عباره عن ايه
تفاصيل اكثر والسعر,obj,price-,1,Price-Inquiry,تفاصيل اكثر والسعر
ممكن تفاصيل اكثر عن الجلسه والاسعار,obj,price-,1,Price-Inquiry,ممكن تفاصيل اكثر عن الجلسه والاسعار
سعر الجلسه كام والمواعيد,obj,price-datetime-,1,Mixed-Inquiries,سعر الجلسه كام والمواعيد
الجلسات عبارة عن ايه والاسعار ايه,obj,price-,1,Price-Inquiry,الجلسات عبارة عن ايه والاسعار ايه
طيب عباره عن ايه الجلسات وايه اسعار الجلسه,obj,price-,1,Price-Inquiry,طيب عباره عن ايه الجلسات وايه اسعار الجلسه
ممكن التفاصيل والاسعار,obj,price-,1,Price-Inquiry,ممكن التفاصيل والاسعار
ممكن تفاصيل أكثر لوسمحت,obj,PriceBooking-,1,Booking-Inquiry,ممكن تفاصيل اكثر لوسمحت
ممكن تفاصيل عن فرع اسكندريه,obj,place-PriceBooking-place-,1,Mixed-Inquiries,ممكن تفاصيل عن فرع اسكندريه
ما نوع جلسات على منطقه البطن وفرع الشلالات,obj,place-Medical_consult-place-,1,Mixed-Inquiries,ما نوع جلسات علي منطقه البطن وفرع الشلالات
لو سمحت الأسعار كام,obj,price-,1,Price-Inquiry,لو سمحت الاسعار كام
ممكن التفاصيل وسعر كل جلسه كام و مواعيد الحجز,obj,price-datetime-,1,Mixed-Inquiries,ممكن التفاصيل وسعر كل جلسه كام و مواعيد الحجز
لو سمحت كام التكلفه وكام كورس بالاسبوع,obj,price-,1,Price-Inquiry,لو سمحت كام التكلفه وكام كورس بالاسبوع
لوسمحت ممكن أعرف سعر وتفاصيل شكرا,obj,price-,1,Price-Inquiry,لوسمحت ممكن اعرف سعر وتفاصيل شكرا
تفاصيل لو سمحت,obj,PriceBooking-,1,Booking-Inquiry,تفاصيل لو سمحت
ممكن نعرف تفاصيل,obj,PriceBooking-,1,Booking-Inquiry,ممكن نعرف تفاصيل
تفاصيل ممكن عن الجلسه واسعارها ,obj,price-,1,Price-Inquiry,تفاصيل ممكن عن الجلسه واسعارها
عباره عن ايه الجلسه وبكام,obj,price-,1,Price-Inquiry,عباره عن ايه الجلسه وبكام
الجلسه عباره عن ايه وسعرها كام,obj,price-,1,Price-Inquiry,الجلسه عباره عن ايه وسعرها كام
ممكن تفسيل,obj,,1,General-Inquiry,ممكن تفسيل
الجلسة عبارة عن ايه وبكام,obj,price-,1,Price-Inquiry,الجلسة عبارة عن ايه وبكام
تفاصيل Nesma Nemo,obj,PriceBooking-,1,Booking-Inquiry,تفاصيل nesma nemo
ممكن اعرف عبارة عن ايه الجلسات وبكام,obj,price-,1,Price-Inquiry,ممكن اعرف عبارة عن ايه الجلسات وبكام
الاسعار والموعيد,obj,price-,1,Price-Inquiry,الاسعار والموعيد
الجلسة بكام وعباره عن آيه ولو في فرع للمستشفي ف القاهرة  ومده الجلسه,obj,price-place-place-,1,Mixed-Inquiries,الجلسة بكام وعباره عن ايه ولو في فرع للمستشفي ف القاهرة ومده الجلسه
مكن تفاصيل والسعر واسم الدكتور,obj,price-place-,1,Mixed-Inquiries,مكن تفاصيل والسعر واسم الدكتور
تفاصيل فرع الاسكندريه,obj,place-PriceBooking-place-,1,Mixed-Inquiries,تفاصيل فرع الاسكندريه
ممكن اعرف التفاصيل والاسعار وشكرا,obj,price-,1,Price-Inquiry,ممكن اعرف التفاصيل والاسعار وشكرا
ممكن اعرف الجلسه يكام,obj,price-,1,Price-Inquiry,ممكن اعرف الجلسه يكام
ممكن التفاصيل والأسعار  والجلسه عباره عن ايه واسم الدكتور ومواعيد للحجز,obj,price-datetime-,1,Mixed-Inquiries,ممكن التفاصيل والاسعار والجلسه عباره عن ايه واسم الدكتور ومواعيد للحجز
ممكن تفاصيل عن الجايه وطبيعتها وسعرها ومواعيد الحجز واسم الدكتوره فى المعادى,obj,price-datetime-place-,1,Mixed-Inquiries,ممكن تفاصيل عن الجايه وطبيعتها وسعرها ومواعيد الحجز واسم الدكتوره في المعادي
الجلسه عباره عن ايه وسعرها كامالجلسه عباره عن ايه وسعرها كام,obj,price-,1,Price-Inquiry,الجلسه عباره عن ايه وسعرها كامالجلسه عباره عن ايه وسعرها كام
ممكن التكلفه وكيفية الحجز واسم الدكتور الي حيعمل العمليه,obj,price-,1,Price-Inquiry,ممكن التكلفه وكيفية الحجز واسم الدكتور الي حيعمل العمليه
واحسن جروب موجد بالمستشفي فقط العناية بقيادة دمحمد عفيفي,obj,,0,General Conversation,واحسن جروب موجد بالمستشفي فقط العناية بقيادة دمحمد عفيفي
امراض الشيخوخه دي من كام سنه لو سمحت,obj,price-,1,Price-Inquiry,امراض الشيخوخه دي من كام سنه لو سمحت
ينفع للمسامات الواسعه وتكلفته كام لو سمحت,obj,price-,1,Price-Inquiry,ينفع للمسامات الواسعه وتكلفته كام لو سمحت
كام محافظه اسكندريه,obj,price-place-,1,Mixed-Inquiries,كام محافظه اسكندريه
كام محافظه القاهره,obj,price-place-,1,Mixed-Inquiries,كام محافظه القاهره
العرض ساري ليوم كام,obj,price-,1,Price-Inquiry,العرض ساري ليوم كام
بكام والعنوان فين,obj,price-place-place-,1,Mixed-Inquiries,بكام والعنوان فين
سعرها كام من فرع الاسكندريه,obj,price-place-place-,1,Mixed-Inquiries,سعرها كام من فرع الاسكندريه
فين و بكام,obj,price-place-place-,1,Mixed-Inquiries,فين و بكام
سعرها كام من فرع اسكندريه ,obj,price-place-place-,1,Mixed-Inquiries,سعرها كام من فرع اسكندريه
بكام الجلسة فرع الاسكندرية,obj,price-place-place-,1,Mixed-Inquiries,بكام الجلسة فرع الاسكندرية
سعر الجلسة ,obj,price-,1,Price-Inquiry,سعر الجلسة
بكام وفين,obj,price-place-,1,Mixed-Inquiries,بكام وفين
Hm القاهره,obj,place-,1,Place-Inquiry,hm القاهره
بكم في الاسكندريه والعنوان,obj,price-place-place-,1,Mixed-Inquiries,بكم في الاسكندريه والعنوان
بكام محافظه اﻻسكندريه,obj,price-,1,Price-Inquiry,بكام محافظه اﻻسكندريه
سعر الجلسه اللي فاسكندريه,obj,price-,1,Price-Inquiry,سعر الجلسه اللي فاسكندريه
ينفع للآثار وبكام,obj,price-,1,Price-Inquiry,ينفع للاثار وبكام
ازالة الكلف العميق بالليزر يكلف كام,obj,price-,1,Price-Inquiry,ازالة الكلف العميق بالليزر يكلف كام
بكام اسكندرية,obj,price-place-,1,Mixed-Inquiries,بكام اسكندرية
بكام محافظة لكفر الشيخ,obj,price-,1,Price-Inquiry,بكام محافظة لكفر الشيخ
أنا عاوزة اشيل نمش فى البشرة الجلسة بكام,obj,price-,1,Price-Inquiry,انا عاوزة اشيل نمش في البشرة الجلسة بكام
اسعار الميزوثيرابي والبلازما للشعر كام في العرض,obj,price-,1,Price-Inquiry,اسعار الميزوثيرابي والبلازما للشعر كام في العرض
مواعيده وبكام الكشف,obj,price-datetime-,1,Mixed-Inquiries,مواعيده وبكام الكشف
عاوز علاج البقع الداكنة,obj,PriceBooking-,1,Booking-Inquiry,عاوز علاج البقع الداكنة
المواعيد امتى والكشف كام,obj,price-datetime-,1,Mixed-Inquiries,المواعيد امتي والكشف كام
ممكن اعرف جلست البلازما بكام,obj,price-,1,Price-Inquiry,ممكن اعرف جلست البلازما بكام
سعر تنظيف الجيوب بعد الخصم كام لو سمحت ,obj,price-,1,Price-Inquiry,سعر تنظيف الجيوب بعد الخصم كام لو سمحت
بكام لو سمحت التنظيف وحشو الضرس والكشف,obj,price-,1,Price-Inquiry,بكام لو سمحت التنظيف وحشو الضرس والكشف
لو سمحت تركيب طربوش بكام,obj,price-Medical_consult-,1,Mixed-Inquiries,لو سمحت تركيب طربوش بكام
كام السعر,obj,price-,1,Price-Inquiry,كام السعر
كم السعر,obj,price-,1,Price-Inquiry,كم السعر
تفاصيل عن المواعيد والسعر,obj,price-datetime-,1,Mixed-Inquiries,تفاصيل عن المواعيد والسعر
تنظيف الجيوب والجير كام,obj,price-,1,Price-Inquiry,تنظيف الجيوب والجير كام
هل الجيوب اللثوية لها علاج غير التنظيف,obj,support-PriceBooking-,1,Mixed-Inquiries,هل الجيوب اللثوية لها علاج غير التنظيف
طيب المواعيد وأسعار الكشف ,obj,price-datetime-,1,Mixed-Inquiries,طيب المواعيد واسعار الكشف
"لو سمحت حضرتك
مين الدكاترة اللى موجودين والمواعيد
عاوز اعرف
عشان احدد اليوم",obj,datetime-place-PriceBooking-,1,Mixed-Inquiries,لو سمحت حضرتك مين الدكاترة اللي موجودين والمواعيد عاوز اعرف عشان احدد اليوم
"ممكن مواعيد العياده 
الاسكندريه",obj,datetime-PriceBooking-place-,1,Mixed-Inquiries,ممكن مواعيد العياده الاسكندريه
في تعاقد مع نكست كير,obj,support-,1,Insurance-Inquiry,في تعاقد مع نكست كير
في عناوين في القاهره,obj,place-place-,1,Mixed-Inquiries,في عناوين في القاهره
ممكن المواعيد واسعار الكشف فى الاسكندريه,obj,price-datetime-place-,1,Mixed-Inquiries,ممكن المواعيد واسعار الكشف في الاسكندريه
الاسعار ايه ف الاسكندريه,obj,price-place-,1,Mixed-Inquiries,الاسعار ايه ف الاسكندريه
"Abdullah Sror
انا كلمت عم عمر اقعد معاه وشوف الدنيا ",obj,,0,General Conversation,abdullah sror انا كلمت عم عمر اقعد معاه وشوف الدنيا
احمد الشهير,obj,,0,General Conversation,احمد الشهير
"Hadeer Yehia
يلا نروح ",obj,place-,1,Place-Inquiry,hadeer yehia يلا نروح
"موجوده ف فروع اسكندريه
ولو عندي تامين جلوب ميد بكشف بيه عادي",obj,insurance-place-support-place-,1,Mixed-Inquiries,موجوده ف فروع اسكندريه ولو عندي تامين جلوب ميد بكشف بيه عادي
"مواعيد الكشف واسعار الكشف
الاسكندريه",obj,price-datetime-place-,1,Mixed-Inquiries,مواعيد الكشف واسعار الكشف الاسكندريه
"الحجز ازاي 
واسم الدكتور",obj,PriceBooking-,1,Booking-Inquiry,الحجز ازاي واسم الدكتور
المواعيد وكام الكشف,obj,datetime-PriceBooking-,1,Mixed-Inquiries,المواعيد وكام الكشف
ممكن اعرف المواعيد لفرع الشلالات لعياده الصداع,obj,datetime-place-place-,1,Mixed-Inquiries,ممكن اعرف المواعيد لفرع الشلالات لعياده الصداع
المواعيد وأسعار الكشف بالاسكندريه,obj,price-datetime-,1,Mixed-Inquiries,المواعيد واسعار الكشف بالاسكندريه
جزاكم الله خيرا ووفقكم,pos,,0,Positive-Feedback,جزاكم الله خيرا وفقكم
ربنا يشفينا جميعا ان شاء الله,obj,,0,General Conversation,ربنا يشفينا جميعا ان شاء الله
جزاكي الله خير,pos,,0,Positive-Feedback,جزاكي الله خير
جزاكم الله خيرا ,pos,,0,Positive-Feedback,جزاكم الله خيرا
فين تطعيم الانفلونزا اختفى,obj,place-place-,1,Mixed-Inquiries,فين تطعيم الانفلونزا اختفي
ربنا يشفيناويشفي كل مريض  وشكرا مستشفي اندلسيه سموحه,obj,Medical_consult-place-,1,Mixed-Inquiries,ربنا يشفيناويشفي كل مريض وشكرا مستشفي اندلسيه سموحه
ممكن اعرف مواعيد دكتور امتي و بكام الكشف,obj,price-datetime-,1,Mixed-Inquiries,ممكن اعرف مواعيد دكتور امتي و بكام الكشف
حمد الله علي السلامه يا دكتور مجدي,obj,,0,General Conversation,حمد الله علي السلامه يا دكتور مجدي
منور يادكتور والله ربنا يبارك ف حضرتك,pos,,0,Positive-Feedback,منور يا دكتور والله ربنا يبارك ف حضرتك
حمد الله على السلامه ياترى اقدر اعرف مواعيد الدكتور مجدى  امتى والكشف كام,obj,price-datetime-,1,Mixed-Inquiries,حمد الله علي السلامه يا تري اقدر اعرف مواعيد الدكتور مجدي امتي والكشف كام
اخيرا يا دكتور حمد الله علي السلانه يا تري مواعيدك امتي و عنوان المستشفي,obj,datetime-place-place-,1,Mixed-Inquiries,اخيرا يا دكتور حمد الله علي السلانه يا تري مواعيدك امتي و عنوان المستشفي
عايزه دكتور مسالك بنتي عندها مثانه تعبانه يكون استشاري,obj,Medical_consult-PriceBooking-,1,Mixed-Inquiries,عايزه دكتور مسالك بنتي عندها مثانه تعبانه يكون استشاري
عندي جراح في القدم اليمين عاوز احجز في أسرع وقت ممكن والعنوان,obj,datetime-place-Medical_consult-PriceBooking-,1,Mixed-Inquiries,عندي جراح في القدم اليمين عاوز احجز في اسرع وقت ممكن والعنوان
ممكن احجز مع دكتور  الغدد مجدي علام  غي في اقرب وقت ممكن,obj,datetime-PriceBooking-,1,Mixed-Inquiries,ممكن احجز مع دكتور الغدد مجدي علام غي في اقرب وقت ممكن
ممكن اعرف المواعيد والعنوان بالظبط,obj,datetime-place-,1,Mixed-Inquiries,ممكن اعرف المواعيد والعنوان بالظبط
دكتور انا مش عارفة اوصل لعياده حضرتك  حضرتك العياده فين,obj,place-place-,1,Mixed-Inquiries,دكتور انا ما عارفة اوصل لعياده حضرتك العياده فين
لو سمحت ممكن اعرف العنوان بالظبط ومواعيد دكتور مجدى,obj,datetime-place-place-,1,Mixed-Inquiries,لو سمحت ممكن اعرف العنوان بالظبط ومواعيد دكتور مجدي
ممكن اعرف مواعيد دمج ي علام والمكان والسعر,obj,price-datetime-place-place-,1,Mixed-Inquiries,ممكن اعرف مواعيد دمج ي علام والمكان والسعر
ممكن اعرف مواعيدة,obj,datetime-,1,Appointments-Inquiry,ممكن اعرف مواعيدة
ممكن المواعيد والعنوان وتمن الكشف,obj,datetime-place-,1,Mixed-Inquiries,ممكن المواعيد والعنوان وتمن الكشف
طيب لو سمحت فيه علاج,obj,PriceBooking-,1,Booking-Inquiry,طيب لو سمحت فيه علاج
لو سمحت كنت عايز اعرف مواعيد الدكتور مجدى علام امتى والكشف بكام,obj,price-datetime-,1,Mixed-Inquiries,لو سمحت كنت عايز اعرف مواعيد الدكتور مجدي علام امتي والكشف بكام
بأختصار شويه الاعراض اللي حضرتك قولتهم هما دول اللي انا بشتكي منهم   انتفاخات غازات الأكل مش بينهضم كويس اسهال الامساك     اقدر اعرف الكشف كام,obj,price-Medical_consult-,1,Mixed-Inquiries,باختصار شويه الاعراض اللي حضرتك قولتهم هما دول اللي انا بشتكي منهم انتفاخات غازات الاكل ما بينهضم كويس اسهال الامساك اقدر اعرف الكشف كام
ممكن اعرف مواعيد  دسماح إدريس دكتورة الباطنه,obj,datetime-PriceBooking-,1,Mixed-Inquiries,ممكن اعرف مواعيد دسماح ادريس دكتورة الباطنه
ممكن اعرف بكام الكشف,obj,price-,1,Price-Inquiry,ممكن اعرف بكام الكشف
بكام سعر الكشف فى القاهرة مع الدكتور أسامة البحر,obj,price-place-,1,Mixed-Inquiries,بكام سعر الكشف في القاهرة مع الدكتور اسامة البحر
ممكناعرفمواعيدالدكتورضرروي,obj,,0,General Conversation,ممكناعرفمواعيدالدكتورضروي
بالتوفيق د اسامة من الاطباء المتميزين دايما علما وخلقا ربنا يبارك له ويجزيه خيرا عن كل المرضي من افضل الاطباء والله,pos,,1,Positive-Feedback,بالتوفيق د اسامة من الاطباء المتميزين دايما علما وخلقا ربنا يبارك له ويجزيه خيرا عن كل المرضي من افضل الاطباء والله
الدكتور  موجود في اندلسية السلطان حسين في اسكندرية,obj,place-place-,1,Mixed-Inquiries,الدكتور موجود في اندلسية السلطان حسين في اسكندرية
ممكن اعرف مواعيد الدكتور ايه والكشف كام لو سمحت,obj,price-datetime-,1,Mixed-Inquiries,ممكن اعرف مواعيد الدكتور ايه والكشف كام لو سمحت
لو سمحت يا دكتور هل قرحة المعدة ممكن تسبب وجع فى عظام القفص الصدري,obj,Medical_consult-support-,1,Mixed-Inquiries,لو سمحت يا دكتور هل قرحة المعدة ممكن تسبب وجع في عظام القفص الصدري
المكان فين بالضبط وقيمه الكشف لهذا الطبيب بالذات انا من اسكندريه مع الشكر,obj,place-place-,1,Mixed-Inquiries,المكان فين بالضبط وقيمه الكشف لهذا الطبيب بالذات انا من اسكندريه مع الشكر
لو سمحت يادكتور أنا بنتى عندها ١٣ سنه وبقالى سنتين دايخه بيها عندها مغص مستمر وامساك مستمر بالسبع ايام وممكن عشرة ايام عملت ٣منظار ٢ قولون واحد معده وعلمت ٢اشاعه بالصبغه غير الاشاعات العاديه مع انواع كل التحاليل وعماات كالبروتكك وكانت النسبه ١٦٤ وفى الاخر قالو كرونز ممكن الافاده,obj,Medical_consult-,1,Medical-Consultation,لو سمحت يا دكتور انا بنتي عندها ١٣ سنه وبقالي سنتين دايخه بيها عندها مغص مستمر وامساك مستمر بالسبع ايام وممكن عشرة ايام عملت ٣منظار ٢ قولون واحد معده وعلمت ٢اشاعه بالصبغه غير الاشاعات العاديه مع انواع كل التحاليل وعمات كالبروتكك وكانت النسبه ١٦٤ وفي الاخر قالو كرونز ممكن الافاده
حجز دكتور اسامة البحر وسعر الكشف,obj,price-,1,Price-Inquiry,حجز دكتور اسامة البحر وسعر الكشف
هل الاسنان تسبب التهابات بالحلق والحنجرة وتؤدى اللى حبوب شبة الارز لونها احمر باللسان والحلق والحنجرة,obj,Medical_consult-support-,1,Mixed-Inquiries,هل الاسنان تسبب التهابات بالحلق والحنجرة وتؤدي اللي حبوب شبة الارز لونها احمر باللسان والحلق والحنجرة
بكام الزراعه,obj,price-,1,Price-Inquiry,بكام الزراعه
الكشف لكام ةالحشو,obj,price-,1,Price-Inquiry,الكشف لكام ةالحشو
مواعيد دكتور مجدي في فرع اسكندرية امتي والكشف بكام,obj,price-datetime-place-place-,1,Mixed-Inquiries,مواعيد دكتور مجدي في فرع اسكندرية امتي والكشف بكام
ممكن اعرف مواعيد الدكتور مجدي محمد علام دكتور سكر محافظة الإسكندرية مستشفي الأندلسية دي اللي ف سموحة,obj,datetime-Medical_consult-PriceBooking-place-,1,Mixed-Inquiries,ممكن اعرف مواعيد الدكتور مجدي محمد علام دكتور سكر محافظة الاسكندرية مستشفي الاندلسية دي اللي ف سموحة
