message,predicted,tags,inquiry,ALL_Categories
بكام الجلسه  الاسكندريه,obj,price-,1,Price-Inquiry
كام الجلسه القاهرة,obj,price-,1,Price-Inquiry
دكتور مجدى علام  ممتاز جدا ربنا يبارك فى عمره يارب,pos,,0,Positive-Feedback
 بكلم والكشف,obj,,0,Other
مواعيد الدكتور,obj,datetime-,1,Appointments-Inquiry
موعيد دكتور ايهاب عرفي ايه لو سمحتو,obj,,1,General-Inquiry / Consultation
ممكن سعر الكشف,obj,price-,1,Price-Inquiry
مستشفى اندلسية من أهم وأفضل مشافي في الإسكندرية أطباء مختصون ورعاية كاملة وقمة في الرقي وتعامل مع مريض وحالته بتمنا لهم مزيد من القدم والازدهار مستشفى ترفع لها قبعة,pos,,0,Positive-Feedback
منور يا دكتورنا,pos,,0,Positive-Feedback
فى دكتور أمراض دم,obj,,0,Other
منور يا دكتور Sameh Mostafa Fahmy,pos,,0,Positive-Feedback
منور يادكتور Sameh Mostafa Fahmy,pos,,0,Positive-Feedback
عايزه اعرف سعر عمليه تسويه لعظام الفك,obj,price-,1,Price-Inquiry
رجاء توضيح عنوان فرع القاهره وتكلفه العمليه وشكرا,obj,price-place-,1,Mixed-Inquiries
العنوان فين والجراحه بالمنظار بكام,obj,price-place-,1,Mixed-Inquiries
من اشهر اسماء دكاتره الجراحه فى اندلسيه داحمد باشا بصراحه دكتور بدرجه ممتازه شاطر جدا وذوق عالى ودقيق فى شغله للغايه,pos,,0,Positive-Feedback
استفسار عل طريقة الاشتراك فى الكارت   الطبى,obj,,0,Other
أقسم بالله إن أندلسية من المستشفيات المحترمة والدكاترة المميزين والخدمة الفندقية,pos,,0,Positive-Feedback
من المستشفيات الممتازة عن تجربة مع الدكتور محمد أبو السعود جراحة أسنان,obj,,0,Other
استفسار على طريقة الاشتراك فى الكارت الطبى,obj,,0,Other
لو سمحتو عاوزه اسم دكتور يكون استشاري أمراض دم,obj,,0,Other
لو سمحتم عاوز دأحمد يس أنف وأذن و حنجرة,obj,,1,General-Inquiry / Consultation
هل يوجدجراحةصمام الرئؤي عمر18سنة وشن نسبة نجاح العملية,obj,,1,General-Inquiry / Consultation
هل موجود استشاري سكر وقدم سكري,obj,,1,General-Inquiry / Consultation
لو نفس الحاله ونفس الأعراض وعمر ٧٤ عاما ممكن عمليه او علاج يعالج حالته,obj,,0,Other
ماشاء الله,pos,,0,Positive-Feedback
شفاك الله وعافاك,pos,,0,Positive-Feedback
العنوان اي لو سمحتم,obj,place-,1,Place-Inquiry
مواعيد الدكتورة هند آية ورقم تليفون العيادات الخارجية,obj,datetime-,1,Appointments-Inquiry
الحجز بكام لمرضى السكر و اسم الطبيب المعالج و المواعيد لو سمحتم,obj,price-datetime-,1,Mixed-Inquiries
ممكن اعرف اسم الطبيب ومواعيدهم لعيادات السكر فرع الشلالات,obj,datetime-place-,1,Mixed-Inquiries
اسكندريه و لا القاهره,obj,,0,Other
ماشاء الله أشطر دكتورة ذو علم وخلق وبارك الله فيها وأرضاها ,pos,,0,Positive-Feedback
يعنى الدكتورة موجوده فى فروع اسكندريه وممكن المواعيد,obj,datetime-place-,1,Mixed-Inquiries
ماشاءالله ربنا يحفظك ويسعدك يااااارب,pos,,0,Positive-Feedback
اسلوبها جميل وبتسمع للمريض بصبر شديد وراقية جدا في تعاملها وشاطرة جدا في تشخيصها وبالتالي في تقدم الحالة والتشافي واكيد هتلاحظوا ده من اول زيارة  ,pos,,0,Positive-Feedback
بجد اشطر دكتورة مخ واعصاب قابلتها في حياتي ,pos,,0,Positive-Feedback
"ممكن مواعيد تواجد الدكتورة في المعادي 
ولو سمحت حضرتك كام سعر الكشف 
ولو عملت عملية في العصب الخامس التكليف كام",obj,price-datetime-,1,Mixed-Inquiries
المواعيد وفرع ايه واسعار الكشف,obj,price-datetime-place-,1,Mixed-Inquiries
دكتور العائله كلها  أشطر دكتور وجراحة اسنان مش بنعرف نتعالج غير معاه من تقدم لتقدم يا دكتور ,pos,,1,General-Inquiry / Consultation
اشطر جراح أسنان عن تجربه ,pos,,0,Positive-Feedback
لو درس العقل مدفون و و داخل ف شعيرات الجيوب الانفيه حله أى ,obj,,0,Other
انا عندى درسين العقل مدفونين,obj,,0,Other
دكتور ناجح جدا ربنا يبارك فيك عن تجربه شخصيه,pos,,0,Positive-Feedback
دايما ناجح ومتألق يا دكتور ,pos,,0,Positive-Feedback
Sameh Mostafa Fahmyمنور الدنيا يا دكتور,pos,,0,Positive-Feedback
دكتور سامح فهمي Sameh Mostafa Fahmy منور,obj,,1,General-Inquiry / Consultation
زراعة اسنان الفك العلوى بالكامل _ تتكلف كام ,obj,price-,1,Price-Inquiry
ممكن مواعيد العيادات,obj,datetime-,1,Appointments-Inquiry
في تخصص طب نفسي في فرع انطونيادس,obj,place-,1,Place-Inquiry
هل متوافر دكاترة سيدات ,obj,,1,General-Inquiry / Consultation
دكتور محمد ربيع من الدكاترة الممتازة دكتور خلوق وفقك الله,pos,,0,Positive-Feedback
ماشاء الله ربنا يزيدك من علمه و فضله و يحفظك,pos,,0,Positive-Feedback
بارك الله فى حضرتك أستاذ دكتور محمد ربيع وزادك من علمه,pos,,0,Positive-Feedback
"شخصيه محترمه جدا وخلوق
مش هوصيك يادكتور يوم الاربعاء الجاي ميعادي مع حضرتك لإجراء عمليه مش هوصيك",obj,datetime-,1,Appointments-Inquiry
صحيح فى خبير جاى اخر مارس فى جراحات الجهاز الهضمى,obj,,0,Other
ممكن اعرف احجز كشف ازاي,obj,,1,General-Inquiry / Consultation
انا بنت عندها ست سنين وخلعت سنتين من فوق سن بقى لها شهرين مش عايزه تطلع ولسه خلعه سنه جديده,obj,,0,Other
بالتوفيق انشاء الله,pos,,0,Positive-Feedback
بالتوفيق والنجاح,pos,,0,Positive-Feedback
فين يوم نادى سموحة ,obj,,1,General-Inquiry / Consultation
مكان فين بالظبط ف اسكندريه,obj,,0,Other
أريد أحسن دكتورفي مغص الكولي,pos,,0,Positive-Feedback
وكم سعر الكشف,obj,price-,1,Price-Inquiry
مين افضل دكتور للباطن لو سمحت  عشان عايز احجز رجاء,obj,,1,General-Inquiry / Consultation
هل يوجد فينير والسعر للسنه كام,obj,price-,1,Price-Inquiry
أسعار التيجان  الثابته لاسنان اماميه,obj,price-,1,Price-Inquiry
كم ثمن الزراعه,obj,price-,1,Price-Inquiry
زراعه فك علوي كامل نوع الزرعة والوقت المستغرق والتكلفة,obj,price-,1,Price-Inquiry
مين الدكاترة اللي عند حضراتكم تخصص علاج عصب في فرع انطونيادس,obj,place-,1,Place-Inquiry
اسعار التيجان للسنتين الاماميتين,obj,price-,1,Price-Inquiry
ممكن رقم خدمات التمريض فرع المعادي ,obj,place-,1,Place-Inquiry
عنوان المستشفي لو سمحت فين,obj,place-,1,Place-Inquiry
بالتوفيق يا د رزق,pos,,0,Positive-Feedback
الكشف كام بالآشعه والمواعيد وطريقة الحجز,obj,price-datetime-,1,Mixed-Inquiries
دكتوري المفضل وعمري ماهشوف اشطر منك يادكتور رزق ,pos,,0,Positive-Feedback
لو سمحت الدكتور متواجد فى الاسكندرية ولا لاء و مواعيدة ايه ,obj,datetime-,1,Appointments-Inquiry
ممكن اعرف مكان المستشفى لو سمحتم,obj,,1,General-Inquiry / Consultation
Zahra Mamdouh هو دا الدكتور لي روحتلو,obj,,0,Other
لو سمحت شد البطن مع الولاده بكام,obj,price-,1,Price-Inquiry
انا كان عندي كيس ع المببض دموي حجمة عشرة سم وتسببب في موت الجنين والم شديد,obj,,0,Other
هي الدكتورة مش موجوده بالاسكنريه وممكن تفاصيل,obj,,0,Other
بكام الكشف ولو في القاهره,obj,price-,1,Price-Inquiry
أفضل دكتور مخ واعصاب عن جداره كل النجاح والتوفيق ,pos,,0,Positive-Feedback
في دكتور غدد صماء,obj,,0,Other
اشطر دكتورة مخ واعصاب في الشرق الاوسط ,pos,,0,Positive-Feedback
طيب لو عاوز احجز اعمل ايه بس بسرعه وشكرا,obj,,1,General-Inquiry / Consultation
ممكن رقم الدكتر,obj,,0,Other
فى كشف فى الإسكندرية وبكام,obj,price-,1,Price-Inquiry
لو سمحت عايز اعرف تكلفه تقوم الاسنان ومده تركيب التقويم وانواعه,obj,price-,1,Price-Inquiry
كام زراعة الضرس,obj,price-,1,Price-Inquiry
خلع الضرس بكام,obj,price-,1,Price-Inquiry
بكام الكشف والحشو وهل في زراعة,obj,price-,1,Price-Inquiry
مين دكاترةالاسنان اللي عندكم,obj,,0,Other
زراعه اسنان اماميه واحده فقط بكام لو سمحت,obj,price-,1,Price-Inquiry
خلع ضرس العقل المدفون ,obj,,0,Other
تتكلف كم عمليه خلع ضرس العقل,obj,price-,1,Price-Inquiry
بكام الخلع,obj,price-,1,Price-Inquiry
الساركويد متداخله في صره الرئتين هل لها جراحه,obj,,1,General-Inquiry / Consultation
الكشف بكام والخلع,obj,price-,1,Price-Inquiry
ممكن اعرف سعر خلع,obj,price-,1,Price-Inquiry
لو سمحت التنظيف الفكين بكام ولو ممكن تفاصيل,obj,price-,1,Price-Inquiry
ممكن اعرف سعر الكشف كام لو سمحت حشو الضرس مواعيد الدكتور ممكن لو في تفاصيل اسكندريه,obj,price-datetime-,1,Mixed-Inquiries
من فضلك  اعاني من تأكل في عظام الفكين هل يوجد علاج لهذة المشكلة,obj,,1,General-Inquiry / Consultation
سعر الكشف ولو ضرس العقل عاوز اشيله يكلف كام,obj,price-,1,Price-Inquiry
سعر الكشف والتنظيف ولو خلع ضرس العقل المدفون,obj,price-,1,Price-Inquiry
"ربنا يشفي ويحفظ الجميع ويكملها بالستر
جعله الله فب ميزان حسناتكم",pos,,0,Positive-Feedback
لو سمحت حشو ليزر بكام ف فرع سموحة,obj,price-place-,1,Mixed-Inquiries
كام السعر يافندم,obj,price-,1,Price-Inquiry
بكام ازاله الجير,obj,price-,1,Price-Inquiry
بكم ازاله الجير,obj,price-,1,Price-Inquiry
ازالة الجير بكام   ولو عندكم تبيض بالليزر بكام لو سمحت,obj,price-,1,Price-Inquiry
كم سعر ازاله الجير من فضلك,obj,price-,1,Price-Inquiry
بکام ,obj,,0,Other
تنظيف الأسنان بكم لو سمحت,obj,price-,1,Price-Inquiry
تبييض الأسنان بالليزر بكامل يا فندم,obj,,0,Other
ازاله الجير بكام ولو عندكم تبيض بالليزر بكام لو سمحت,obj,price-,1,Price-Inquiry
حشو عصب وتلبيسه بيعمل كام,obj,price-,1,Price-Inquiry
وهل يوجد حشو أسنان بالليزر,obj,,0,Other
"ازالة الجير بكام   ولو عندكم تبيض بالليزر بكام لو سمحت
أندلسية الشلالات ",obj,price-,1,Price-Inquiry
المواعيد و اسعار الكشف,obj,price-datetime-,1,Mixed-Inquiries
يادكتور فى علاج لصدفيه,obj,,0,Other
"عندى اكزيما من سنوات 
ممكن اججز عند دكتوره ياسمين",obj,,0,Other
الاكزيما الدهنية مزمنة ولا لاء,obj,,0,Other
سعر التذكرة كام لو سمحت,obj,price-,1,Price-Inquiry
ممكن اعرف العنوان وتفاصيل الكشف عند دكتور ياسمين,obj,place-,1,Place-Inquiry
Ingy Ismaeel  لايق عليه والله جدااا ,obj,,0,Other
بالتوفيق يارب,pos,,0,Positive-Feedback
ممكن اعرف مين دكتور جلدية ودكتور سكر وضغط والمواعيد وسعر الكشف فرع المعادى,obj,price-datetime-place-,1,Mixed-Inquiries
عايز  احجز في عيادة القلب د هيثم بدران و احجز عيادة السكر ممكن,obj,,0,Other
سعر ااجلسه كام,obj,price-,1,Price-Inquiry
الاسعار ايه من فضلك والعنوان,obj,price-place-,1,Mixed-Inquiries
سعى الجلسه كام,obj,price-,1,Price-Inquiry
بكام الجلسه لو سمحت,obj,price-,1,Price-Inquiry
بكام الجلسة في اسكندرية,obj,price-,1,Price-Inquiry
ممكن اعرف الاسعار و المواعيد,obj,price-datetime-,1,Mixed-Inquiries
عباره عن ايه وبكام,obj,price-,1,Price-Inquiry
ممكن التفاصيل والأسعار واسم الدكتور ومواعيد للحجز والف شكر,obj,price-datetime-,1,Mixed-Inquiries
سعر الجلسة كام والمواعيد,obj,price-datetime-,1,Mixed-Inquiries
ممكن تفاصيل عن مواعيد الجلسات والأسعار,obj,price-datetime-,1,Mixed-Inquiries
التفاصيل والسعر لكل جلسه كام,obj,price-,1,Price-Inquiry
ممكن اعرف الجلسات عباره عن ايه,obj,,1,General-Inquiry / Consultation
تفاصيل اكثر والسعر,obj,price-,1,Price-Inquiry
ممكن تفاصيل اكثر عن الجلسه والاسعار,obj,price-,1,Price-Inquiry
سعر الجلسه كام والمواعيد,obj,price-datetime-,1,Mixed-Inquiries
الجلسات عبارة عن ايه والاسعار ايه,obj,price-,1,Price-Inquiry
طيب عباره عن ايه الجلسات وايه اسعار الجلسه,obj,price-,1,Price-Inquiry
ممكن التفاصيل والاسعار,obj,price-,1,Price-Inquiry
ممكن تفاصيل أكثر لوسمحت,obj,,1,General-Inquiry / Consultation
ممكن تفاصيل عن فرع اسكندريه,obj,place-,1,Place-Inquiry
ما نوع جلسات على منطقه البطن وفرع الشلالات,obj,place-,1,Place-Inquiry
لو سمحت الأسعار كام,obj,price-,1,Price-Inquiry
ممكن التفاصيل وسعر كل جلسه كام و مواعيد الحجز,obj,price-datetime-,1,Mixed-Inquiries
لو سمحت كام التكلفه وكام كورس بالاسبوع,obj,price-,1,Price-Inquiry
لوسمحت ممكن أعرف سعر وتفاصيل شكرا,obj,price-,1,Price-Inquiry
تفاصيل لو سمحت,obj,,1,General-Inquiry / Consultation
ممكن نعرف تفاصيل,obj,,1,General-Inquiry / Consultation
تفاصيل ممكن عن الجلسه واسعارها ,obj,price-,1,Price-Inquiry
عباره عن ايه الجلسه وبكام,obj,price-,1,Price-Inquiry
الجلسه عباره عن ايه وسعرها كام,obj,price-,1,Price-Inquiry
ممكن تفسيل,obj,,0,Other
الجلسة عبارة عن ايه وبكام,obj,price-,1,Price-Inquiry
تفاصيل Nesma Nemo,obj,,0,Other
ممكن اعرف عبارة عن ايه الجلسات وبكام,obj,price-,1,Price-Inquiry
الاسعار والموعيد,obj,price-,1,Price-Inquiry
الجلسة بكام وعباره عن آيه ولو في فرع للمستشفي ف القاهرة  ومده الجلسه,obj,price-place-,1,Mixed-Inquiries
مكن تفاصيل والسعر واسم الدكتور,obj,price-,1,Price-Inquiry
تفاصيل فرع الاسكندريه,obj,place-,1,Place-Inquiry
ممكن اعرف التفاصيل والاسعار وشكرا,obj,price-,1,Price-Inquiry
ممكن اعرف الجلسه يكام,obj,,1,General-Inquiry / Consultation
ممكن التفاصيل والأسعار  والجلسه عباره عن ايه واسم الدكتور ومواعيد للحجز,obj,price-datetime-,1,Mixed-Inquiries
ممكن تفاصيل عن الجايه وطبيعتها وسعرها ومواعيد الحجز واسم الدكتوره فى المعادى,obj,price-datetime-,1,Mixed-Inquiries
الجلسه عباره عن ايه وسعرها كامالجلسه عباره عن ايه وسعرها كام,obj,price-,1,Price-Inquiry
ممكن التكلفه وكيفية الحجز واسم الدكتور الي حيعمل العمليه,obj,price-,1,Price-Inquiry
واحسن جروب موجد بالمستشفي فقط العناية بقيادة دمحمد عفيفي,pos,,0,Positive-Feedback
امراض الشيخوخه دي من كام سنه لو سمحت,obj,price-,1,Price-Inquiry
ينفع للمسامات الواسعه وتكلفته كام لو سمحت,obj,price-,1,Price-Inquiry
كام محافظه اسكندريه,obj,price-,1,Price-Inquiry
كام محافظه القاهره,obj,price-,1,Price-Inquiry
العرض ساري ليوم كام,obj,price-,1,Price-Inquiry
بكام والعنوان فين,obj,price-place-,1,Mixed-Inquiries
سعرها كام من فرع الاسكندريه,obj,price-place-,1,Mixed-Inquiries
فين و بكام,obj,price-,1,Price-Inquiry
سعرها كام من فرع اسكندريه ,obj,price-place-,1,Mixed-Inquiries
بكام الجلسة فرع الاسكندرية,obj,price-place-,1,Mixed-Inquiries
سعر الجلسة ,obj,price-,1,Price-Inquiry
بكام وفين,obj,price-,1,Price-Inquiry
Hm القاهره,obj,,0,Other
بكم في الاسكندريه والعنوان,obj,price-place-,1,Mixed-Inquiries
بكام محافظه اﻻسكندريه,obj,price-,1,Price-Inquiry
سعر الجلسه اللي فاسكندريه,obj,price-,1,Price-Inquiry
ينفع للآثار وبكام,obj,price-,1,Price-Inquiry
ازالة الكلف العميق بالليزر يكلف كام,obj,price-,1,Price-Inquiry
بكام اسكندرية,obj,price-,1,Price-Inquiry
بكام محافظة لكفر الشيخ,obj,price-,1,Price-Inquiry
أنا عاوزة اشيل نمش فى البشرة الجلسة بكام,obj,price-,1,Price-Inquiry
اسعار الميزوثيرابي والبلازما للشعر كام في العرض,obj,price-,1,Price-Inquiry
مواعيده وبكام الكشف,obj,price-datetime-,1,Mixed-Inquiries
عاوز علاج البقع الداكنة,obj,,0,Other
المواعيد امتى والكشف كام,obj,price-datetime-,1,Mixed-Inquiries
ممكن اعرف جلست البلازما بكام,obj,price-,1,Price-Inquiry
سعر تنظيف الجيوب بعد الخصم كام لو سمحت ,obj,price-,1,Price-Inquiry
بكام لو سمحت التنظيف وحشو الضرس والكشف,obj,price-,1,Price-Inquiry
لو سمحت تركيب طربوش بكام,obj,price-,1,Price-Inquiry
كام السعر,obj,price-,1,Price-Inquiry
كم السعر,obj,price-,1,Price-Inquiry
تفاصيل عن المواعيد والسعر,obj,price-datetime-,1,Mixed-Inquiries
تنظيف الجيوب والجير كام,obj,price-,1,Price-Inquiry
هل الجيوب اللثوية لها علاج غير التنظيف,obj,,1,General-Inquiry / Consultation
طيب المواعيد وأسعار الكشف ,obj,price-datetime-,1,Mixed-Inquiries
"لو سمحت حضرتك
مين الدكاترة اللى موجودين والمواعيد
عاوز اعرف
عشان احدد اليوم",obj,datetime-,1,Appointments-Inquiry
"ممكن مواعيد العياده 
الاسكندريه",obj,datetime-,1,Appointments-Inquiry
في تعاقد مع نكست كير,obj,,0,Other
في عناوين في القاهره,obj,place-,1,Place-Inquiry
ممكن المواعيد واسعار الكشف فى الاسكندريه,obj,price-datetime-,1,Mixed-Inquiries
الاسعار ايه ف الاسكندريه,obj,price-,1,Price-Inquiry
"Abdullah Sror
انا كلمت عم عمر اقعد معاه وشوف الدنيا ",obj,,0,Other
احمد الشهير,obj,,0,Other
"Hadeer Yehia
يلا نروح ",obj,,0,Other
"موجوده ف فروع اسكندريه
ولو عندي تامين جلوب ميد بكشف بيه عادي",obj,place-,1,Place-Inquiry
"مواعيد الكشف واسعار الكشف
الاسكندريه",obj,price-datetime-,1,Mixed-Inquiries
"الحجز ازاي 
واسم الدكتور",obj,,0,Other
المواعيد وكام الكشف,obj,datetime-,1,Appointments-Inquiry
ممكن اعرف المواعيد لفرع الشلالات لعياده الصداع,obj,datetime-place-,1,Mixed-Inquiries
المواعيد وأسعار الكشف بالاسكندريه,obj,price-datetime-,1,Mixed-Inquiries
جزاكم الله خيرا ووفقكم,pos,,0,Positive-Feedback
ربنا يشفينا جميعا ان شاء الله,obj,,0,Other
جزاكي الله خير,pos,,0,Positive-Feedback
جزاكم الله خيرا ,pos,,0,Positive-Feedback
فين تطعيم الانفلونزا اختفى,obj,,0,Other
ربنا يشفيناويشفي كل مريض  وشكرا مستشفي اندلسيه سموحه,obj,,1,General-Inquiry / Consultation
ممكن اعرف مواعيد دكتور امتي و بكام الكشف,obj,price-datetime-,1,Mixed-Inquiries
حمد الله علي السلامه يا دكتور مجدي,pos,,0,Positive-Feedback
منور يادكتور والله ربنا يبارك ف حضرتك,pos,,0,Positive-Feedback
حمد الله على السلامه ياترى اقدر اعرف مواعيد الدكتور مجدى  امتى والكشف كام,obj,price-datetime-,1,Mixed-Inquiries
اخيرا يا دكتور حمد الله علي السلانه يا تري مواعيدك امتي و عنوان المستشفي,obj,datetime-place-,1,Mixed-Inquiries
عايزه دكتور مسالك بنتي عندها مثانه تعبانه يكون استشاري,obj,,0,Other
عندي جراح في القدم اليمين عاوز احجز في أسرع وقت ممكن والعنوان,obj,place-,1,Place-Inquiry
ممكن احجز مع دكتور  الغدد مجدي علام  غي في اقرب وقت ممكن,obj,,0,Other
ممكن اعرف المواعيد والعنوان بالظبط,obj,datetime-place-,1,Mixed-Inquiries
دكتور انا مش عارفة اوصل لعياده حضرتك  حضرتك العياده فين,obj,,1,General-Inquiry / Consultation
لو سمحت ممكن اعرف العنوان بالظبط ومواعيد دكتور مجدى,obj,datetime-place-,1,Mixed-Inquiries
ممكن اعرف مواعيد دمج ي علام والمكان والسعر,obj,price-datetime-,1,Mixed-Inquiries
ممكن اعرف مواعيدة,obj,datetime-,1,Appointments-Inquiry
ممكن المواعيد والعنوان وتمن الكشف,obj,datetime-place-,1,Mixed-Inquiries
طيب لو سمحت فيه علاج,obj,,1,General-Inquiry / Consultation
لو سمحت كنت عايز اعرف مواعيد الدكتور مجدى علام امتى والكشف بكام,obj,price-datetime-,1,Mixed-Inquiries
بأختصار شويه الاعراض اللي حضرتك قولتهم هما دول اللي انا بشتكي منهم   انتفاخات غازات الأكل مش بينهضم كويس اسهال الامساك     اقدر اعرف الكشف كام,obj,price-,1,Price-Inquiry
ممكن اعرف مواعيد  دسماح إدريس دكتورة الباطنه,obj,datetime-,1,Appointments-Inquiry
ممكن اعرف بكام الكشف,obj,price-,1,Price-Inquiry
بكام سعر الكشف فى القاهرة مع الدكتور أسامة البحر,obj,price-,1,Price-Inquiry
ممكناعرفمواعيدالدكتورضرروي,obj,,0,Other
بالتوفيق د اسامة من الاطباء المتميزين دايما علما وخلقا ربنا يبارك له ويجزيه خيرا عن كل المرضي من افضل الاطباء والله,pos,,0,Positive-Feedback
الدكتور  موجود في اندلسية السلطان حسين في اسكندرية,obj,,0,Other
ممكن اعرف مواعيد الدكتور ايه والكشف كام لو سمحت,obj,price-datetime-,1,Mixed-Inquiries
لو سمحت يا دكتور هل قرحة المعدة ممكن تسبب وجع فى عظام القفص الصدري,obj,,1,General-Inquiry / Consultation
المكان فين بالضبط وقيمه الكشف لهذا الطبيب بالذات انا من اسكندريه مع الشكر,obj,,0,Other
لو سمحت يادكتور أنا بنتى عندها ١٣ سنه وبقالى سنتين دايخه بيها عندها مغص مستمر وامساك مستمر بالسبع ايام وممكن عشرة ايام عملت ٣منظار ٢ قولون واحد معده وعلمت ٢اشاعه بالصبغه غير الاشاعات العاديه مع انواع كل التحاليل وعماات كالبروتكك وكانت النسبه ١٦٤ وفى الاخر قالو كرونز ممكن الافاده,obj,,1,General-Inquiry / Consultation
حجز دكتور اسامة البحر وسعر الكشف,obj,price-,1,Price-Inquiry
هل الاسنان تسبب التهابات بالحلق والحنجرة وتؤدى اللى حبوب شبة الارز لونها احمر باللسان والحلق والحنجرة,obj,,1,General-Inquiry / Consultation
بكام الزراعه,obj,price-,1,Price-Inquiry
الكشف لكام ةالحشو,obj,,0,Other
مواعيد دكتور مجدي في فرع اسكندرية امتي والكشف بكام,obj,price-datetime-place-,1,Mixed-Inquiries
ممكن اعرف مواعيد الدكتور مجدي محمد علام دكتور سكر محافظة الإسكندرية مستشفي الأندلسية دي اللي ف سموحة,obj,datetime-,1,Appointments-Inquiry
عايزة اعرف مواعيد دكتور مجدي علام والسعر غدد,obj,price-datetime-,1,Mixed-Inquiries
لو سمحت ممكن اعرف المواعيد أمته و الكشف كام  و أقرب موعد,obj,price-datetime-,1,Mixed-Inquiries
الف الف الف مليار مبروك ياغالى,pos,,0,Positive-Feedback
"ربنا يحفظك 
يارب دايما في تقدم 
ربنا يوفقك ويسدد خطاك",pos,,0,Positive-Feedback
بالتوفيق د مجدي العالم المحترم الخلوق,pos,,0,Positive-Feedback
ممتاز بسم الله ماشاء الله ربنا يبارك فيه ويحفظه وبالتوفيق يادكتور,pos,,0,Positive-Feedback
مبروك دكتور مجدي,pos,,0,Positive-Feedback
عايز احجز عيادة غدد عند الدكتور مجدى علام فى فرع الشلالات فعايز اعرف الميعاد امتى,obj,datetime-place-,1,Mixed-Inquiries
ربنا يوفقك اخي الغالي الف مبروكم,pos,,0,Positive-Feedback
المواعيد فى الاسكندريه فرع الازاريطه ومتاح يوم الخميس القادم والكشف كام,obj,price-datetime-place-,1,Mixed-Inquiries
عايز مواعيد دمجدى علام,obj,datetime-,1,Appointments-Inquiry
"وين مكان المستشفى في سموحه 
العنوان ايه",obj,place-,1,Place-Inquiry
الحجز ازاى من فضلك,obj,,0,Other
الف مبروك د مجدى ربنا يكتبلك الخير دايما,pos,,0,Positive-Feedback
الف مبرووك د مجدي وبالتوفيق دايما ان شاء الله,pos,,0,Positive-Feedback
Mamet Mohamedاهو بصي تعليقات الناس,obj,,0,Other
مواعيد د مجدي لو سمحت,obj,datetime-,1,Appointments-Inquiry
مواعيد دكتور مجدي امتى,obj,datetime-,1,Appointments-Inquiry
مواعيده ايه في فرع الازاريطه اسكندريه والكشف بكام,obj,price-datetime-place-,1,Mixed-Inquiries
مفيش عنوان للعياده,obj,place-,1,Place-Inquiry
يوجد تعاقد مع ضرائب القيمه المضافه,obj,,0,Other
دكتور مجدى دكتور ممتاز جدا وكنت بتابع معاه قبل سفرهمبروك على العودة والانضمام لاندلسيةممكن أعرف هو اندلسية شلالات ولا سموحة والمواعيد,obj,datetime-,1,Appointments-Inquiry
الف الفمبروك دكتور مجدىربنا يبارك فيك ويحفظكواسال الله لك دوام التوفيق والنجاح فى مجال الطب والعلم وفقكم الله وحفظكم من كل سوءبسم الله ما شاء الله,pos,,0,Positive-Feedback
ماشاءالله ألف مليوووون مبرووووك يادكتور تستاهل كل خير,pos,,0,Positive-Feedback
الف مبروك من نجاح الي نجاح يارب دايما,pos,,0,Positive-Feedback
موفق دايما بإذن الله زميلنا الفاضل الدكتور مجدي,pos,,0,Positive-Feedback
الف الف مبروك,pos,,0,Positive-Feedback
الف مبرووووووك  وبالتوفيق دايما وربنا يباركلك اللهم امين يارب العالمين,pos,,0,Positive-Feedback
بالتوفيق إنشاء آلله د مجدي,pos,,0,Positive-Feedback
مواعيد امتي,obj,datetime-,1,Appointments-Inquiry
الف مبروك بالتوفيق دايما يارب,pos,,0,Positive-Feedback
مواعيد الدكتور فرع الشلالات,obj,datetime-place-,1,Mixed-Inquiries
مبروك د مجدي,pos,,0,Positive-Feedback
الف مبرووووووووك وربنا يباركلك ياااااااارب العالميييييييين,pos,,0,Positive-Feedback
دكتور مجدى دكتور ممتاز والمستشفى اسمها حيعلى بيه ,obj,,0,Other
د مجدى بالتوفيق من نجاح لنجاح,pos,,0,Positive-Feedback
محتاج ميعاد يوم الخميس مع دكتور مجدى محمد علام فرع الشلالات الازاريطه لان انا بنروح بحاله تانيه متابعه كل يوم خميس مع دكتور محمد عطا وياريت يكون فتره مسائيه,obj,datetime-place-,1,Mixed-Inquiries
دكتور  محترم جدا بارك الله فيه عبقرى,pos,,0,Positive-Feedback
المواعيد لو سمحت وبكام الكشف,obj,price-datetime-,1,Mixed-Inquiries
عايزه اعرف مواعيد والكشف بكام في اندلسيه الاسكندريه,obj,price-datetime-,1,Mixed-Inquiries
ممكن اعرف دكتور مصطفي العسكرى في أي فرع الشلالات لانى شفت  فرعين,obj,place-,1,Place-Inquiry
سعر الكشف والمواعيد,obj,price-datetime-,1,Mixed-Inquiries
الف الف مليوان مبرواك,obj,,0,Other
ممكن اعرف مواعيده لو سمحت  وعايز احجز للدكتور مجدي علام,obj,datetime-,1,Appointments-Inquiry
مواعيد دمجدى علام,obj,datetime-,1,Appointments-Inquiry
مواعيد دكتور مجدي,obj,datetime-,1,Appointments-Inquiry
لو سمحتوا عاوزه لينك سحب الارقام,obj,,1,General-Inquiry / Consultation
المواعيد والحجز وسعر كشف السكر وكشف الغدة,obj,price-datetime-,1,Mixed-Inquiries
من فضلك ممكن مواعيد دكتور مجدى علام وبكام الكشف من فضلك,obj,price-datetime-,1,Mixed-Inquiries
المواعيد حاليا,obj,datetime-,1,Appointments-Inquiry
